,asin,cat,rating,reviews,price,vp,fsa_flg,eff_max_str,eff_fast_acting,eff_long_lasting,eff_non_drowsy,eff_kid,count,brand_cat,inch,beni_count,weight_in_ounces,manu2,origin_country,sym_throat,sym_stomach,sym_sneezing,sym_sinus,sym_pain,sym_nose,sym_nausea,sym_nasal,sym_migranie,sym_menstrual,sym_itchy,sym_heart,sym_headache,sym_flu,sym_fever,sym_eyes,sym_digestion,sym_cough,sym_cold,sym_chest,sym_arthritis,sym_allergy,sym_acid,ingre_zinc,ingre_simethicone,ingre_pulsatilla,ingre_phosphorus,ingre_phenylephrine,ingre_perfoliatum,ingre_peppermint,ingre_omeprazole,ingre_naproxen,ingre_menthol,ingre_magnesium,ingre_loratadine,ingre_kali,ingre_ipecacuanha,ingre_ibuprofen,ingre_hydrobromide,ingre_guaifenesin,ingre_gelsemium,ingre_fexofenadine,ingre_famotidine,ingre_eupatorium,ingre_eucalyptus,ingre_esomeprazole,ingre_echinacea,ingre_doxylamine,ingre_diphenhydramine,ingre_dextromethorphan,ingre_chlorpheniramine,ingre_cetirizine,ingre_calcium,ingre_bryonia,ingre_antihistamine,ingre_aluminum,ingre_acetaminophen
1246,B00HQRCVB6,alg,4.6,220,15.69,0.29318036966220523,1,0,0,0,0,1,12.0,zyrtec,8.259042,1,0.74,jj,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1247,B000WHXON6,alg,4.4,423,26.24,0.1676829268292683,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,B01DJL463S,alg,4.6,296,17.92,0.25669642857142855,0,0,0,0,0,0,120.0,other,,1,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,B081P6MJZ7,alg,4.7,1177,15.0,0.31333333333333335,1,0,0,0,0,0,,other,,0,,major,,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1257,B0781Z975L,alg,4.7,218,39.3,0.11959287531806617,0,0,0,0,0,0,24.0,benadryl,71.523144,4,8.0,jj,,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1260,B078JWD5BM,alg,4.7,2833,35.86,0.1310652537646403,0,0,0,0,0,0,,members mark,,4,,walmart,,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,B07D1DPBR4,alg,4.1,14166,15.99,0.2564102564102564,0,0,0,0,0,0,50.0,other,24.0,0,1.82,others,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,B002FOQRMO,alg,4.2,1831,17.49,0.24013722126929676,0,0,0,0,1,0,,other,,0,0.78,others,United Kingdom,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,B07MNTTFSD,alg,4.8,492,31.2,0.15384615384615385,1,0,0,0,0,0,500.0,major,,1,,major,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,B01AVK2A38,alg,4.8,2137,30.88,0.15544041450777202,0,0,0,0,0,0,70.0,allegra,,0,,sanofi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,B073V35YP9,alg,4.8,764,17.61,0.272572402044293,0,0,0,0,0,1,20.0,other,,0,2.08,jj,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1275,B01HOUPXJ6,alg,4.5,486,12.99,0.3464203233256351,0,0,0,0,0,0,,other,,0,1.41,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,B00PBTPA1Y,alg,4.5,260,20.57,0.2187651920272241,0,0,0,0,0,0,100.0,zyrtec,,1,,jj,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,B07897G2VM,alg,4.7,252,6.99,0.6723891273247496,0,0,0,0,1,0,,other,12.0,1,1.13,others,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,B0792QJ27H,alg,4.8,167,43.86,0.1094391244870041,0,0,0,0,0,0,24.0,benadryl,360.0,3,9.6,jj,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1285,B00HSTE0WA,alg,4.3,137,23.95,0.17954070981210857,0,0,0,0,0,0,,other,,1,,ohm,,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,B07VBKHQ2Q,alg,3.6,1038,18.99,0.18957345971563982,0,0,0,0,0,0,6.0,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,B09R868WJV,alg,4.8,211,12.99,0.3695150115473441,0,0,0,0,0,0,1000.0,other,,1,,others,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,B00I8CEI7I,alg,4.6,634,39.99,0.11502875718929731,0,0,0,0,0,0,,other,,0,,sanofi,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,B07HDC8KLP,alg,4.7,2154,13.14,0.3576864535768645,1,0,0,0,0,0,300.0,healthcareaisle,39.8888,0,3.04,reddy,USA,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300,B073Q4GFZN,alg,4.7,191,28.04,0.16761768901569188,0,0,0,0,0,0,24.0,other,14.354256,3,2.88,others,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1301,B07QFZVKHN,alg,4.6,217,5.99,0.7679465776293822,0,1,0,0,0,0,100.0,other,11.34,0,,camber,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1308,B08CBMB82C,alg,4.9,549,42.98,0.11400651465798048,1,0,0,0,0,0,,zyrtec,,2,,jj,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,B08FRJJMTN,alg,4.6,235,8.35,0.5508982035928144,0,0,1,0,0,0,,other,7.109375,1,0.32,others,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,B08FRJ48X4,alg,4.6,162,9.21,0.4994571118349619,0,0,0,0,0,0,,other,7.109375,1,0.32,others,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,B07VQVQRL7,alg,3.1,805,64.95,0.04772902232486528,1,0,0,0,0,0,1.0,other,,0,,others,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,B003E856ZO,alg,4.3,133,69.95,0.06147248034310221,0,0,0,0,0,0,,other,,0,,others,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,B072ZFV15V,alg,4.8,764,23.99,0.2000833680700292,0,0,0,0,0,0,,other,,0,,major,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,B07J1JXV2Y,alg,4.8,538,52.98,0.09060022650056625,1,0,1,0,0,0,,flonase,148.5,0,10.0,gsk,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,B000POXYQ8,alg,4.4,321,17.99,0.24458032240133412,0,0,0,0,0,0,,other,,0,6.08,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,B0BLZ42JX7,alg,4.6,333,15.99,0.2876797998749218,0,0,0,0,0,0,,other,,0,,others,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,B000QI6RYE,alg,4.8,782,28.32,0.1694915254237288,0,0,0,0,0,0,30.0,other,,0,,bayer,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,B08925MD74,alg,4.4,188,23.85,0.18448637316561844,0,0,0,0,0,0,,other,,0,3.2,others,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,B0094KNCNO,alg,4.8,492,21.43,0.22398506766215584,1,0,0,0,0,0,,major,67.375,0,9.14,major,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,B00194508I,alg,4.7,1065,7.95,0.5911949685534591,1,0,0,0,0,0,100.0,other,4.55,0,0.63,perrigo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1339,B08KTLHTVK,alg,4.8,193,28.79,0.1667245571378951,0,0,0,0,1,0,,other,48.04799999999999,0,11.68,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,B001V9UVSA,alg,4.6,303,7.61,0.6044678055190538,1,0,0,0,0,0,100.0,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,B01AVJ4QKY,alg,4.8,127,47.78,0.100460443700293,0,0,0,0,0,1,,dimetapp,,2,,pfizer,,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,B071PBBT8T,alg,4.8,919,19.54,0.24564994882292732,0,0,0,0,0,1,20.0,benadryl,,0,,jj,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,B0B3SKJC4K,alg,3.5,136,5.91,0.5922165820642978,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,B004RRC9XS,alg,4.7,143,56.99,0.08247060887875066,0,0,0,0,0,0,40.0,zyrtec,13.5,0,1.0,jj,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,B07DRSKM5J,alg,4.6,1624,14.68,0.31335149863760214,0,0,0,0,0,0,365.0,other,16.8,0,3.53,aurohealth,India,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1353,B01AVJ4E42,alg,4.8,149,36.99,0.129764801297648,0,0,0,0,0,0,70.0,zyrtec,,1,,jj,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,B01AVJ08JW,alg,4.7,2016,18.0,0.2611111111111111,0,0,0,0,0,0,40.0,zyrtec,,0,,jj,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1358,B079C87W2D,alg,4.7,131,30.0,0.15666666666666668,0,0,0,0,0,0,90.0,other,,1,,sanofi,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,B07ZHN8WW5,alg,4.8,115,39.99,0.12003000750187545,0,0,1,0,0,0,,other,,0,8.47,others,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,B0763TP9X7,alg,3.6,261,19.99,0.18009004502251127,0,0,0,0,0,0,1.0,other,4.474876,0,5.92,others,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,B07D3X72N6,alg,4.0,635,9.99,0.40040040040040037,0,0,0,0,0,0,30.0,other,,2,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,B0013G6KA4,alg,4.4,424,34.98,0.1257861635220126,0,0,0,0,1,0,,other,,0,2.08,others,United Kingdom,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,B018LPSTIU,alg,4.5,203,38.0,0.11842105263157894,0,0,0,0,1,0,,flonase,360.0,0,3.21,gsk,,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,B010CZAO1C,alg,4.7,1113,50.98,0.09219301686936054,0,0,0,0,1,0,,flonase,,1,,gsk,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,B005HXQ10I,alg,4.5,972,16.79,0.26801667659321027,0,0,0,0,0,0,,other,9.0,0,0.96,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1377,B0002IPU2S,alg,4.6,271,13.99,0.3288062902072909,0,0,0,0,0,0,60.0,other,,0,3.84,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,B0030HQ6M6,alg,4.7,324,20.92,0.22466539196940727,1,0,0,0,0,0,300.0,perrigo,,10,,perrigo,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,B01FTIGIVW,alg,4.8,1681,38.98,0.12314007183170858,0,0,0,0,1,0,,nasacort,,1,,sanofi,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,B07DKXK3MW,alg,4.9,131,46.5,0.1053763440860215,0,0,0,0,0,0,,other,196.0,7,16.32,others,,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,B001W0A5HU,alg,4.9,662,31.12,0.15745501285347044,0,0,0,0,1,0,60.0,alavert,,1,,pfizer,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1392,B0074YKCTE,alg,4.7,1660,29.89,0.15724322515891603,0,0,0,0,1,0,45.0,allegra,,0,,sanofi,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,B00BG69102,alg,4.4,4882,25.99,0.16929588303193538,0,0,0,0,0,0,,other,,0,0.21,rb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,B0BYQ6MK2L,alg,3.5,355,29.99,0.11670556852284095,0,0,0,0,0,0,1.0,other,,0,,others,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,B074NBPQ7N,alg,4.7,202,61.07,0.07696086458162764,0,0,0,0,0,0,,other,,0,1.6,others,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,B005P0L1LC,alg,4.6,179,19.99,0.23011505752876438,1,0,0,0,0,0,,other,,0,3.2,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,B085RK3QXQ,alg,4.0,360,198.0,0.020202020202020204,0,0,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,B073V3BV2Q,alg,4.8,159,39.56,0.12133468149646107,0,0,0,0,0,0,,other,96.0,0,4.16,others,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,B00E4MRZGW,alg,4.8,144,70.47,0.06811409110259685,0,0,0,0,1,0,60.0,alavert,96.0,0,3.2,pfizer,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,B015YGW9F8,alg,4.6,1039,40.87,0.11255199412772204,1,0,0,0,0,1,,nasacort,26.28745,0,0.3,sanofi,,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,B01IAI3P7I,alg,4.7,226,48.47,0.09696719620383742,0,0,0,0,0,0,30.0,other,360.0,1,2.4,others,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,B00LGTDG8C,dig,4.8,16718,8.98,0.5345211581291759,1,1,0,0,0,0,160.0,tums,43.300848,0,14.46,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,B094WDVB18,dig,4.6,11664,8.76,0.5251141552511416,0,1,1,0,0,0,90.0,amazon basic care,32.855275,0,11.52,ama,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1417,B000UWJPQS,dig,4.8,16460,4.88,0.9836065573770492,1,1,0,0,0,0,72.0,tums,17.64,0,8.0,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,B089DVND23,dig,4.5,655,5.75,0.782608695652174,1,0,0,0,0,0,150.0,rugby laboratories,,0,,major,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1419,B001IAPXSA,dig,4.8,2963,8.98,0.5345211581291759,0,1,0,0,0,0,160.0,tums,8.0,0,14.88,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1420,B0014D3MFC,dig,4.7,2102,4.89,0.9611451942740288,0,1,1,0,0,0,96.0,tums,14.168,0,6.74,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,B079JYG27H,dig,4.7,5928,4.88,0.9631147540983607,0,0,1,0,0,0,80.0,tums,13.921776,0,3.84,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1422,B074F1RWV9,dig,4.8,45946,18.23,0.26330224904004385,1,0,0,1,0,0,42.0,amazon basic care,39.25529599999999,0,2.08,ama,Israel,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
