,asin,cat,rating,reviews,price,vp,fsa_flg,eff_max_str,eff_fast_acting,eff_long_lasting,eff_non_drowsy,eff_kid,count,brand_cat,inch,beni_count,weight_in_ounces,manu2,origin_country,sym_throat,sym_stomach,sym_sneezing,sym_sinus,sym_pain,sym_nose,sym_nausea,sym_nasal,sym_migranie,sym_menstrual,sym_itchy,sym_heart,sym_headache,sym_flu,sym_fever,sym_eyes,sym_digestion,sym_cough,sym_cold,sym_chest,sym_arthritis,sym_allergy,sym_acid,ingre_zinc,ingre_simethicone,ingre_pulsatilla,ingre_phosphorus,ingre_phenylephrine,ingre_perfoliatum,ingre_peppermint,ingre_omeprazole,ingre_naproxen,ingre_menthol,ingre_magnesium,ingre_loratadine,ingre_kali,ingre_ipecacuanha,ingre_ibuprofen,ingre_hydrobromide,ingre_guaifenesin,ingre_gelsemium,ingre_fexofenadine,ingre_famotidine,ingre_eupatorium,ingre_eucalyptus,ingre_esomeprazole,ingre_echinacea,ingre_doxylamine,ingre_diphenhydramine,ingre_dextromethorphan,ingre_chlorpheniramine,ingre_cetirizine,ingre_calcium,ingre_bryonia,ingre_antihistamine,ingre_aluminum,ingre_acetaminophen
1423,B00BI33NU2,dig,4.6,2106,14.18,0.3244005641748942,0,1,0,0,0,0,,kirkland signature,,0,,kirkland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,B0035U184O,dig,4.8,22408,16.0,0.3,1,1,0,0,0,0,330.0,tums,76.8,0,20.48,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1425,B084W9WPFK,dig,4.6,2044,3.99,1.1528822055137844,0,0,0,0,0,0,28.0,rolaids,72.80000000000001,1,5.61,sanofi,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1426,B0006GE3CO,dig,4.7,756,6.89,0.6821480406386067,0,0,0,0,0,0,100.0,other,7.8125,3,0.01,others,USA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1427,B00E68O2SI,dig,4.7,3556,4.98,0.9437751004016064,1,1,0,0,0,0,72.0,other,,0,0.55,sanofi,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1428,B00E68O1A2,dig,4.6,5903,4.19,1.097852028639618,1,1,0,0,0,0,96.0,rolaids,78.71,0,0.55,sanofi,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1429,B00399H31S,dig,4.8,8158,8.49,0.5653710247349822,1,1,1,0,0,0,140.0,tums,43.300848,0,17.28,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,B071H7973G,dig,4.8,10823,8.98,0.5345211581291759,1,0,0,0,0,0,,tums,25.51593,1,0.02,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1431,B001P5H8HC,dig,4.8,3674,20.98,0.22878932316491896,1,0,1,0,0,0,50.0,pepcid,120.0,0,4.64,jj,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1433,B01EKJ941C,dig,4.7,8758,8.29,0.5669481302774427,1,1,0,0,0,0,,mylanta,47.52,0,12.0,infirst,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1434,B07QLJLDHG,dig,4.8,1316,7.98,0.6015037593984962,1,0,1,0,0,0,54.0,tums,,1,,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1435,B07MJ87WS5,dig,4.5,4595,13.59,0.33112582781456956,1,0,0,0,0,0,50.0,amazon basic care,25.1275,0,0.01,perrigo,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1436,B0006GE3DS,dig,4.7,302,13.06,0.35987748851454826,0,0,1,0,0,0,2.0,other,50.46875,0,5.6,others,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,B004DY5ZW2,dig,4.8,727,9.43,0.5090137857900318,1,0,1,0,0,0,160.0,tums,43.300848,0,0.04,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1438,B0000AN9L7,dig,4.8,15638,22.98,0.20887728459530025,1,0,0,1,0,0,42.0,prilosec,40.774,0,1.76,pg,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,B000PKOPQU,dig,4.8,886,2.48,1.9354838709677418,1,1,1,0,0,0,8.0,tums,0.338,0,1.6,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1440,B0014D3MGG,dig,4.6,1060,4.69,0.9808102345415777,0,0,0,0,0,0,96.0,tums,26.208,1,6.74,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1441,B095CN18CZ,dig,4.6,11664,7.88,0.583756345177665,0,0,1,0,0,0,82.0,amazon basic care,32.855275,1,10.55,ama,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1442,B074F18H4B,dig,4.7,46145,12.99,0.36181678214010776,1,1,0,0,0,0,200.0,amazon basic care,10.899296,1,2.08,perrigo,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,B07MBR87NG,dig,4.7,7846,8.78,0.5353075170842825,1,0,0,0,0,0,90.0,amazon basic care,22.515576,0,,ama,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,B002D4MZ2W,dig,4.7,6347,9.64,0.487551867219917,1,1,1,1,0,0,100.0,gaviscon,28.220952,0,6.4,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,B07HD643KR,dig,4.8,7424,10.06,0.47713717693836977,1,0,0,1,0,0,42.0,healthcareaisle,29.470558,0,3.36,reddy,India,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,B07DRMQ8QZ,dig,4.7,7394,13.85,0.3393501805054152,0,0,0,1,0,0,,other,,0,1.92,aurohealth,India,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1447,B0013C9VA4,dig,4.8,748,11.87,0.4043807919123842,1,0,0,0,0,0,2.0,other,36.55,2,0.16,others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1448,B000GCLEE8,dig,4.7,4363,9.69,0.4850361197110424,1,1,1,0,0,0,,gaviscon,6.238871,0,15.2,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,B07FHCYFSW,dig,4.6,2133,5.98,0.7692307692307692,0,1,0,0,0,0,100.0,other,,0,1.12,aurohealth,India,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,B08QG2RFW7,dig,4.8,3173,26.62,0.18031555221637866,1,1,1,0,0,0,200.0,alka-seltzer,70.55749999999999,0,22.56,bayer,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1451,B06XBJNV36,dig,4.8,9471,24.99,0.19207683073229292,1,0,0,0,0,0,42.0,nexium,36.29499999999999,0,1.59,gsk,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1452,B01GWDR5Z6,dig,4.5,138,15.98,0.2816020025031289,1,0,0,0,0,0,100.0,gelusil,360.0,0,11.68,pfizer,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1453,B00IO5F9WC,dig,4.4,706,16.5,0.26666666666666666,1,1,1,0,0,0,100.0,other,,0,,major,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1454,B072HFTT48,dig,4.7,5180,4.98,0.9437751004016064,1,0,1,0,0,0,32.0,tums,18.7902,0,4.16,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1455,B08V8BL7WF,dig,4.8,16705,23.13,0.20752269779507135,1,1,1,0,0,0,75.0,pepcid,18.375,0,1.01,jj,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,B00U52SLZE,dig,4.6,5703,6.99,0.6580829756795421,1,0,1,0,0,0,60.0,rolaids,28.9375,5,6.38,sanofi,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1457,B07RLKNFGW,dig,4.6,344,7.99,0.5757196495619524,0,1,0,0,0,0,,other,,0,,others,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1458,B008VAMEA0,dig,4.8,4265,14.99,0.3202134756504336,0,1,1,0,0,0,200.0,members mark,9.0,1,2.4,walmart,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,B000NVPPYC,dig,4.8,9203,4.88,0.9836065573770492,0,0,0,0,0,0,60.0,tums,17.75895,0,6.42,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,B00SYQD65I,dig,4.7,129,13.61,0.3453343130051433,0,0,1,0,0,0,100.0,gelusil,,5,,pfizer,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1461,B0BCX8P7LL,dig,4.4,1291,11.99,0.3669724770642202,1,1,1,0,0,0,60.0,other,,4,,others,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1462,B01FN9CKBY,dig,4.6,2695,8.34,0.5515587529976019,1,1,0,0,0,0,,mylanta,47.52,1,12.0,infirst,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1463,B07TVCKJ47,dig,4.8,18045,15.99,0.30018761726078796,1,0,0,1,0,0,25.0,pepcid,,0,,jj,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1465,B01EIK8JR8,dig,4.7,2840,8.17,0.5752753977968177,1,0,0,0,1,0,,mylanta,47.52,0,12.48,infirst,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1466,B001KYNW5K,dig,4.6,789,14.99,0.30687124749833217,1,1,0,0,0,0,85.0,rite aid,,2,,rite,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,B079JYG27K,dig,4.6,21766,4.99,0.9218436873747494,1,0,1,0,0,0,28.0,tums,22.16353,0,3.84,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1469,B08QG6KPD2,dig,4.7,2456,26.41,0.17796289284361985,1,0,1,0,0,0,180.0,alka-seltzer,70.55749999999999,0,20.32,bayer,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1470,B08KQQQYZ4,dig,4.8,1839,7.14,0.6722689075630253,0,0,0,0,0,0,12.0,other,51.18075,2,8.78,others,Mexico,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,B01LMOBDG2,dig,4.8,8639,17.99,0.2668148971650917,1,0,0,1,0,0,42.0,goodsense,25.8518,0,,perrigo,Israel,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,B001BVSL0I,dig,4.7,1426,11.99,0.3919933277731443,1,0,0,0,0,0,180.0,rite aid,,0,,rite,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,B07BBYFF6H,dig,4.1,6003,10.7,0.38317757009345793,0,0,0,0,0,0,60.0,other,25.018998,0,2.89,others,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,B000GCN9DM,dig,4.7,1181,10.79,0.43558850787766457,0,0,1,0,0,0,100.0,other,120.0,0,1.6,others,USA,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1477,B01DXS4QC8,dig,4.7,647,4.88,0.9631147540983607,0,0,0,0,0,0,60.0,tums,19.943,0,,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1479,B07B9P16WJ,dig,4.5,3470,13.49,0.3335804299481097,1,1,0,0,0,0,72.0,genexa,20.7825,1,7.05,genexa,,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1480,B08F72WMNQ,dig,4.8,9296,11.99,0.4003336113427856,0,0,0,1,0,0,42.0,ohm,16.932764,0,,ohm,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,B00620NO64,dig,4.7,301,33.98,0.1383166568569747,0,0,0,0,0,0,100.0,gelusil,114.78375,0,20.8,pfizer,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1484,B0006GE3DI,dig,4.6,466,12.32,0.37337662337662336,0,0,0,0,0,0,2.0,other,75.02625,1,10.56,others,USA,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1485,B07NVVQ8K4,dig,4.8,7161,17.99,0.2668148971650917,1,0,0,0,0,0,14.0,rite aid,,0,,rite,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,B098BBJRC6,dig,4.7,1788,8.99,0.5228031145717464,0,1,0,0,0,0,200.0,other,9.120375,3,,others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,B00MRWSCJA,dig,4.8,360,4.88,0.9836065573770492,1,1,0,0,0,0,60.0,other,,0,4.97,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1488,B08GCT4785,dig,4.4,346,13.01,0.33820138355111456,0,0,0,0,0,0,48.0,gaviscon,,0,1.5,rb,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,B08HGTVKNJ,dig,4.8,13358,12.0,0.39999999999999997,0,0,0,1,0,0,42.0,other,29.465352,0,2.4,others,India,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,B08222PWXW,dig,4.6,1736,8.77,0.5245153933865451,1,0,0,0,0,0,,mylanta,39.2,1,16.0,infirst,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1491,B079WB9YQ5,dig,4.8,917,22.34,0.21486123545210384,0,0,0,0,0,0,100.0,other,50.738688,0,12.13,others,,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1492,B01N40T33K,dig,4.7,1286,5.78,0.8131487889273357,1,0,0,0,0,0,36.0,alka-seltzer,96.0,0,4.97,bayer,USA,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,B07QPQD3Z1,dig,4.6,209,4.98,0.9236947791164657,1,0,1,0,0,0,28.0,tums,8.0,4,3.84,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1494,B0B82S3ZG6,dig,4.7,1257,28.99,0.16212487064505005,1,1,1,0,0,0,200.0,tums,,0,,gsk,USA,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,B004PX79FC,dig,4.8,16243,10.4,0.4615384615384615,1,0,1,0,0,0,72.0,alka-seltzer,65.662976,0,4.0,alka,USA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,B08ZDNJXRX,dig,4.8,1114,19.18,0.25026068821689257,1,0,0,0,0,0,42.0,amazon basic care,29.46125,0,1.54,ama,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,B08G5S88QJ,dig,4.7,783,5.9,0.7966101694915254,1,1,0,0,0,0,65.0,healthcareaisle,22.108668,2,1.44,reddy,India,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,B074NCGXH6,dig,4.8,634,8.34,0.5755395683453237,0,1,0,0,0,0,,mylanta,,0,,infirst,USA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,B005P0U3MK,dig,4.2,1847,9.18,0.4575163398692811,0,0,0,0,0,0,60.0,boiron,14.62848,0,1.12,boiron,France,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,B077MSFP7K,dig,4.7,506,9.97,0.47141424272818455,0,0,0,0,0,0,,other,,0,3.2,others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1504,B00IWBWO7Q,dig,4.5,501,18.99,0.2369668246445498,0,1,1,0,0,0,,major,,0,,major,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1505,B004SHYVSI,dig,4.6,243,2.79,1.6487455197132614,0,1,0,0,0,0,,tums,,0,1.13,gsk,USA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,B07BW8NH2K,dig,4.1,3050,28.45,0.14411247803163443,0,0,0,1,0,0,,other,,2,,others,Japan,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
